id,english,japanese
1044,stupid,愚かな
1045,basic,基本的な
1046,necessary,必要な
1047,usual,いつもの
1048,ordinary,ふつうの
1049,daily,毎日の
1050,typical,典型的な
1051,domestic,国内の
1052,universal,世界共通の
1053,fundamental,基本的な
1054,lead,導く
1055,conduct,指揮する
1056,control,を支配する
1057,offer,を申し出る
1058,dive,飛び込む
1059,greet,にあいさつをする
1060,cheer,歓声を上げる
1061,praise,をほめる
1062,respect,を尊敬する
1063,forgive,許す
1064,convince,に納得させる
1065,absorb,を吸い込む
1066,depend,しだいである
1067,independent,独立した
1068,expensive,高価な
1069,joke,冗談
1070,mystery,なぞ
1071,trick,いたずら
1072,clue,手がかり
1073,newspaper,新聞
1074,envelope,封筒
1075,label,ラベル
1076,title,題名
1077,topic,話題
1078,information,情報
1079,copy,複写・コピー
1080,price,値段
1081,value,価値
1082,cost,費用
1083,company,会社
1084,sale,販売
1085,trade,貿易
1086,cheap,安い
1087,belong,所属している
1088,mix,を混ぜる
1089,marry,結婚する
1090,assist,補助する
1091,exist,存在する
1092,insist,主張する
1093,nature,自然
1094,grass,草
1095,ocean,海
1096,wave,波
1097,coast,沿岸
1098,cave,洞くつ
1099,sand,砂
1100,mud,どろ
1101,birth,誕生
1102,origin,起源
1103,root,根
1104,original,最初の
1105,raw,生の
1106,bare,裸の
1107,wind,風
1108,wind,を巻く
1109,minute,分
1110,minute,きわめて小さい
1111,tear,涙
1112,tear,を破る
1113,close,を閉める
1114,close,近い
1115,escape,逃げる
1116,hide,隠れる
1117,protect,を守る
1118,preserve,を保存する
1119,maintain,を維持する
1120,protest,抗議する
1121,breathe,息をする
1122,survive,生き残る
1123,rescue,を救う
1124,aid,援助
1125,guard,警備員
1126,whenever,するときはいつでも
1127,wherever,するところならどこでも
1128,however,しかしながら
1129,center,中心
1130,middle,中央
1131,bottom,底
1132,somewhere,どこかで
1133,anywhere,どこかに
1134,nowhere,どこにもない
1135,surprise,を驚かせる
1136,embarrass,に恥ずかしい思いをさせる
1137,wonder,不思議に思う
1138,relax,くつろぐ
1139,satisfy,を満足させる
1140,cause,を引き起こす
1141,affect,に影響する
1142,react,反応する
1143,lonely,孤独な
1144,responsible,責任のある
1145,thick,厚い
1146,fat,太った
1147,thin,薄い
1148,height,高さ
1149,weight,重さ
1150,central,中心の
1151,ahead,前方に
1152,further,それ以上の
1153,former,前の
1154,latter,あとの
1155,previous,前の
1156,following,以下の
1157,treat,を扱う
1158,recognize,がわかる
1159,confirm,を確認する
1160,appreciate,に感謝する
1161,accept,を受け入れる
1162,allow,を許す
1163,nation,国
1164,state,州
1165,community,地域社会
1166,law,法律
1167,policy,政策
1168,police,警察
1169,civilization,文明
1170,system,制度
1171,god,神
1172,heaven,天国
1173,sight,光景
1174,moment,瞬間
1175,race,競争
1176,match,試合
1177,quarrel,口論
1178,enemy,敵
1179,strength,力
1180,creature,生き物
1181,insect,昆虫
1182,brain,脳
1183,fur,毛皮
1184,tail,しっぽ
1185,pleasant,楽しい
1186,delightful,ゆかいにさせる
1187,comfortable,快適な
1188,smart,頭のよい
1189,polite,礼儀正しい
1190,excellent,優れた
1191,ideal,理想的な
1192,fit,適した
1193,proper,適切な
1194,helpful,役に立つ
1195,worth,の価値がある
1196,stare,じっと見つめる
1197,pronounce,を発音する
1198,scream,悲鳴をあげる
1199,elder,年上の
1200,elderly,年配の
1201,senior,年上の
1202,junior,年下の
1203,past,過去の
1204,modern,現代の
1205,latest,最新の
1206,ability,能力
1207,capacity,収容力
1208,quality,質
1209,technique,技術
1210,craft,手芸・工芸
1211,charm,魅力
1212,confidence,信頼
1213,heat,熱
1214,fire,火
1215,power,力
1216,solar,太陽の
1217,used,中古の
1218,patient,がまん強い
1219,shy,恥ずかしがりの
1220,blind,目の見えない
1221,funny,おかしい
1222,serious,重大な
1223,attend,に出席する
1224,extend,伸びる
1225,intend,するつもりである
1226,pretend,するふりをする
1227,motivate,に動機を与える
1228,organize,を組織する
1229,establish,を設立する
1230,operate,を操作する
1231,master,を習得する
1232,serve,出す
1233,aim,目的
1234,capture,を捕まえる
1235,recall,を思い出す
1236,reflect,反射する
1237,count,数える
1238,mend,を修繕する
1239,repair,を修理する
1240,handle,を処理する
1241,turn around,向きを変える
1242,turn on,をつける
1243,turn off,を消す
1244,turn down,を下げる
1245,turn out,であるとわかる
1246,turn into,に変わる
1247,talk to oneself,ひとり言を言う
1248,say to oneself,と心の中で思う
1249,say hello to,によろしくと言う
1250,hear from,から便りをもらう
1251,hear of,のことを耳にする
1252,belong to,に所属している
1253,change into,に変わる
1254,change one’s mind,考えを変える
1255,be going to do,するつもりである
1256,have to do,しなければならない
1257,had better do,したほうがよい
1258,ought to do,すべきである
1259,be supposed to do,することになっている
1260,used to do,よく〜したものだ
1261,be used to,に慣れている
1262,be likely to do,しそうである
1263,be willing to do,快く〜する
1264,be ready to do,する用意ができている
1265,call up,電話をかける
1266,call at,に立ち寄る
1267,call on,を訪問する
1268,call for,を大声を出して求める
1269,hurry up,急ぐ
1270,fail to do,しそこなう
1271,watch out,注意する
1272,stand for,を表す
1273,throw away,を捨てる
1274,hold on,電話を切らないで待つ
1275,hang up,電話を切る
1276,call back,あとで電話をかけなおす
1277,try on,を試着する
1278,pass by,そばを通り過ぎる
1279,fill in,を書き込む
1280,shake hands with,と握手をする
1281,leave alone,をそのままにしておく
1282,tend to do,する傾向がある
1283,all of a sudden,突然
1284,at present,現在は
1285,once upon a time,昔々
1286,in the future,将来に
1287,from time to time,ときどき
1288,one after another,次々と
1289,little by little,少しずつ
1290,as a result,その結果
1291,as for,について言えば
1292,of course,もちろん
1293,by the way,ところで
1294,in fact,実際は
1295,for example,たとえば
1296,and so on,など
1297,huge,巨大な
1298,tiny,ごく小さな
1299,major,大きな
1300,minor,小さな
1301,dry,乾いた
1302,dirty,汚い
1303,loud,大きい
1304,tough,困難な
1305,knock,ノックする
1306,shut,を閉める
1307,lift,を持ち上げる
1308,press,押す
1309,fold,を折りたたむ
1310,stretch,を伸ばす
1311,total,全体の
1312,amount,総計
1313,quantity,量
1314,mass,大きなかたまり
1315,pile,を積み重ねる
1316,lack,不足
1317,per,につき
1318,leisure,余暇
1319,fashion,流行
1320,photo,写真
1321,smoke,煙
1322,gas,気体
1323,ash,灰
1324,dust,ほこり
1325,sharp,鋭い
1326,tight,きつい
1327,obvious,明らかな
1328,plain,明らかな
1329,brief,短時間の
1330,dull,にぶい
1331,lazy,なまけ者の
1332,silly,愚かな
1333,foolish,愚かな
1334,rude,失礼な
1335,ugly,みにくい
1336,pale,青白い
1337,horrible,恐ろしい
1338,awful,ひどい
1339,agriculture,農業
1340,soil,土
1341,crop,農作物
1342,grain,穀物
1343,greenhouse,温室
1344,occasion,時
1345,opportunity,機会
1346,circumstance,状況
1347,situation,状況
1348,represent,を表す
1349,display,を示す
1350,indicate,を示す
1351,prove,を証明する
1352,reveal,を明らかにする
1353,instant,即座の
1354,primitive,原始の
1355,ancient,古代の
1356,final,最終の
1357,annual,毎年の
1358,lately,近ごろ
1359,recently,最近
1360,immediately,ただちに
1361,permanently,永久に
1362,afterward,あとで
1363,scold,しかる
1364,punish,を罰する
1365,criticize,を批判する
1366,complain,不平・不満を言う
1367,general,全体的な
1368,normal,標準の
1369,regular,規則的な
1370,rare,まれな
1371,local,地元の
1372,global,世界的な
1373,whether,かどうか
1374,unless,でない限り
1375,except,を除いて
1376,besides,のほかに
1377,beyond,の向こうに
1378,within,以内に
1379,throughout,のあいだずっと
1380,despite,にもかかわらず
1381,industry,産業
1382,market,市場
1383,goods,商品
1384,service,奉仕
1385,cooperation,協力
1386,project,計画
1387,benefit,利益
1388,loss,損失
1389,earn,をかせぐ
1390,rent,を賃借りする
1391,economic,経済の
1392,clone,クローン
1393,entertainment,娯楽
1394,slave,奴隷
1395,advance,進む
1396,progress,前進する
1397,approach,に近づく
1398,behave,ふるまう
1399,chase,追いかける
1400,overcome,に打ち勝つ
1401,bake,を焼く
1402,boil,をわかす
1403,melt,を溶かす
1404,feed,に食物・えさを与える
1405,flavor,風味
1406,forbid,を禁止する
1407,prohibit,を禁止する
1408,ban,を禁止する
1409,tool,道具
1410,equipment,装備
1411,instrument,器具
1412,switch,スイッチ
1413,furniture,家具
1414,screen,画面
1415,cell phone,携帯電話
1416,beg,請う
1417,remind,に思い出させる
1418,encourage,を励ます
1419,relieve,を安心させる
1420,fascinate,を魅了する
1421,force,に無理やり〜させる
1422,confuse,を混乱させる
1423,competition,競争
1424,battle,戦闘
1425,army,陸軍
1426,soldier,兵士
1427,victory,勝利
1428,victim,犠牲者
1429,defeat,敗北
1430,tank,水槽
1431,figure,姿
1432,square,正方形
1433,circle,円
1434,level,水平な
1435,sheet,枚
1436,row,列
1437,flow,流れる
1438,float,浮かぶ
1439,pour,を注ぐ
1440,splash,をはねかける
1441,expect,を予期する
1442,concern,を心配させる
1443,hesitate,ためらう
1444,disappoint,を失望させる
1445,regret,を後悔する
1446,doubt,を疑う
1447,admire,に感心する
1448,pray,祈る
1449,rely,をあてにする
1450,resist,に抵抗する
1451,refuse,拒む
1452,avoid,を避ける
1453,particular,特定の
1454,participate,参加する
1455,apartment,アパート
1456,department,部
1457,consist,から成る
1458,remain,のままである
1459,require,を必要とする
1460,adopt,を採用する
1461,select,を選ぶ
1462,limit,を限定する
1463,unite,を結合させる
1464,connect,を接続する
1465,politics,政治
1466,democracy,民主主義
1467,freedom,自由
1468,election,選挙
1469,official,公の
1470,moral,道徳の
1471,investigation,調査
1472,data,資料
1473,aspect,面
1474,factor,要因
1475,analyze,を分析する
1476,focus,に焦点を合わせる
1477,concentrate,に集中する
1478,effect,影響
1479,education,教育
1480,experiment,実験
1481,laboratory,研究室・研究所
1482,principle,主義
1483,theory,理論
1484,scholarship,奨学金
1485,truly,本当に
1486,fully,十分に
1487,slightly,わずかに
1488,simply,単に
1489,gradually,だんだんと
1490,entire,全体の
1491,extreme,極度の
1492,likely,ありそうな
1493,direction,方向
1494,period,期間
1495,sort,種類
1496,variety,変化
1497,grade,成績
1498,rate,率
1499,balance,つり合い
1500,ingredient,成分
1501,image,像
1502,impression,印象
1503,appearance,見かけ
1504,attitude,態度
1505,possibility,可能性
1506,absolutely,完全に
1507,adult,成人
1508,kid,子ども
1509,ancestor,先祖
1510,crowd,群衆
1511,owner,所有者
1512,speaker,話す人
1513,captain,キャプテン
1514,author,著者
1515,director,指導者
1516,immigrant,移民
1517,talent,才能
1518,strict,厳しい
1519,severe,厳しい
1520,cruel,残酷な
1521,position,位置
1522,spot,場所
1523,suburb,郊外
1524,region,地方
1525,base,土台
1526,locate,場所・位置を示す
1527,upstairs,階上へ
1528,downtown,繁華街・商業地区へ
1529,frame,骨組み
1530,edge,ふち
1531,surface,表面
1532,section,区域
1533,elsewhere,どこかほかのところで
1534,everywhere,どこでも
1535,command,命令する
1536,obey,従う
1537,gun,銃
1538,weapon,武器
1539,crime,罪
1540,poison,毒
1541,alarm,警報
1542,shock,衝撃的なこと
1543,thief,どろぼう
1544,harm,害
1545,risk,危険
1546,steal,盗む
1547,rob,を奪う
1548,assure,を保証する
1549,explode,爆発する
1550,pollute,を汚染する
1551,ruin,を台なしにする
1552,crash,衝突する
1553,arrest,逮捕する
1554,grab,をつかむ
1555,traffic,交通
1556,transportation,輸送
1557,avenue,大通り
1558,path,小道
1559,license,免許
1560,signal,信号
1561,fuel,燃料
1562,baggage,手荷物
1563,advise,忠告する
1564,suggest,を提案する
1565,recommend,を推薦する
1566,reply,返事をする
1567,describe,を描写する
1568,announce,を発表する
1569,publish,出版する
1570,debate,討論
1571,statement,声明
1572,association,協会
1573,committee,委員会
1574,independence,独立
1575,duty,義務
1576,structure,構造
1577,the day before yesterday,おととい
1578,the day after tomorrow,あさって
1579,the other day,先日
1580,these days,このごろ
1581,in those days,当時は
1582,at that time,そのころは
1583,each time,するたびに
1584,all the time,いつも
1585,day after day,毎日毎日
1586,day by day,日ごとに
1587,every other day,日おきに
1588,over and over again,何度も何度も
1589,as usual,いつものように
1590,by chance,偶然に
1591,pull out,を引き抜く
1592,point out,を指摘する
1593,wear out,をすり減らす
1594,see off,を見送る
1595,pay attention to,に注意を払う
1596,pay a visit to,を訪れる
1597,in front of,の前に
1598,in back of,の後ろに
1599,in the middle of,の真ん中に
1600,at the top of,の頂上に
1601,at the bottom of,の底に
1602,next to,のとなりに
1603,across from,の向かいに
1604,out of,の中から
1605,as as one can /as as possible,できるだけ
1606,as well,同様に
1607,the same as,と同じ
1608,such as,のような
1609,such as to do,するような
1610,be about to do,しようとしている
1611,in order to do,するために
1612,too to do,〜するには〜すぎる
1613,enough to do,するのに十分
1614,go along,をまっすぐ行く
1615,catch up,追いつく
1616,feel sorry for,のことを気の毒に思う
1617,remind of A,Aに〜を思い出させる
1618,owe to,のおかげである
1619,no longer,もはや〜でない
1620,not at all,少しも〜ない
1621,not always,いつも〜とは限らない
1622,anything but,以外なら何でもする
1623,nothing but,ただ〜だけ
1624,far from,からはほど遠い
1625,by no means,決して〜ない
1626,get rid of,を取り除く
1627,look into,を調査する
1628,pick up,を拾いあげる
1629,set up,を立てる
1630,take up,を始める
1631,turn up,現れる
1632,take for granted,を当然のことと思う
1633,powerful,強力な
1634,capable,有能な
1635,clever,りこうな
1636,wealthy,裕福な
1637,positive,積極的な
1638,efficient,有能な
1639,suitable,適した
1640,essential,不可欠の
1641,pure,純粋な
1642,skillful,熟練した
1643,superior,優れている
1644,concept,概念
1645,process,過程
1646,definition,定義
1647,research,研究する
1648,observe,観察する
1649,measure,測る
1650,estimate,見積もる
1651,memorize,を記憶する
1652,refer,に言及する
1653,arrange,を整える
1654,adjust,を調節する
1655,imitate,をまねる
1656,explore,を探検する
1657,translate,翻訳する
1658,comprehend,を理解する
1659,consult,に相談する
1660,manage,を管理する
1661,rough,でこぼこした
1662,flat,平らな
1663,smooth,なめらかな
1664,broad,広い
1665,narrow,狭い
1666,specific,明確な
1667,fortunately,幸運にも
1668,frankly,率直に
1669,anyway,とにかく
1670,therefore,それゆえに
1671,eventually,最後には
1672,furthermore,さらに
1673,moreover,その上
1674,thus,したがって
1675,survey,調査
1676,object,物体
1677,mission,使命
1678,frequency,しばしば起こること
1679,average,平均
1680,standard,基準
1681,relation,関係
1682,combination,組み合わせ
1683,evidence,証拠
1684,demonstrate,を実演する
1685,conclusion,結論
1686,phenomenon,現象
1687,trend,傾向
1688,predict,を予測する
1689,crowded,混みあった
1690,rapid,速い
1691,complex,複雑な
1692,alike,似ている
1693,artificial,人工の
1694,electric,電気の
1695,humid,湿気の多い
1696,chemical,化学的な
1697,admit,を許可する
1698,permit,を許す
1699,consider,よく考える
1700,regard,を〜とみなす
1701,identify,が何〜だかわかる
1702,determine,を決心する
1703,inform,に知らせる
1704,mention,について言及する
1705,stress,を強調する
1706,argue,議論する
1707,chat,雑談する
1708,broadcast,放送する
1709,review,を再検討する
1710,gain,を獲得する
1711,provide,を供給する
1712,supply,を供給する
1713,contribute,貢献する
1714,obtain,を手に入れる
1715,contain,を含む
1716,sustainable,持続可能な
1717,scared,おびえた
1718,scary,恐ろしい
1719,ashamed,恥じて
1720,miserable,みじめな
1721,guilty,有罪の
1722,violent,激しい
1723,evil,邪悪な
1724,disturb,を妨害する
1725,bother,を悩ませる
1726,upset,を動揺させる
1727,deny,を否定する
1728,blame,を非難する
1729,ignore,を無視する
1730,reject,を拒絶する
1731,content,満足して
1732,grateful,感謝している
1733,curious,好奇心が強い
1734,anxious,を心配している
1735,stomach,胃
1736,sickness,病気
1737,illness,病気
1738,fever,熱
1739,cough,せき
1740,principal,校長
1741,professor,教授
1742,pupil,生徒
1743,instruction,指示
1744,exercise,運動
1745,citizen,国民
1746,foreigner,外国人
1747,refugee,難民
1748,expert,専門家
1749,assistant,助手
1750,keeper,番人
1751,teenager,十代の人
1752,literature,文学
1753,novel,小説
1754,passage,一節
1755,series,シリーズ
1756,edition,版
1757,classical,古典の
1758,fantastic,すばらしい
1759,attempt,試み
1760,affair,業務
1761,request,要請
1762,appointment,約束
1763,method,方法
1764,means,手段
1765,manner,やり方
1766,attract,を引きつける
1767,dislike,を嫌う
1768,envy,をうらやむ
1769,apologize,あやまる
1770,whoever,する人はだれでも
1771,whichever,するものはどちらでも
1772,whatever,するものは何でも
1773,seldom,めったにない
1774,scarcely,ほとんどない
1775,occasionally,ときおり
1776,constant,一定の
1777,current,今の
1778,decade,0年
1779,material,材料
1780,metal,金属
1781,iron,鉄
1782,coal,石炭
1783,plate,板
1784,resource,資源
1785,steel,鋼鉄
1786,oxygen,酸素
1787,religion,宗教
1788,soul,魂
1789,miracle,奇跡
1790,shrine,神社
1791,temple,寺
1792,demand,を要求する
1793,claim,を要求する
1794,desire,を望む
1795,seek,捜す
1796,persuade,を説得する
1797,inspire,を奮起させる
1798,oppose,に反対する
1799,suppose,と思う
1800,propose,を提案する
1801,decrease,減る
1802,remove,を取り除く
1803,delay,を遅らせる
1804,restrict,を制限する
1805,occur,起こる
1806,emerge,現れる
1807,involve,を巻き込む
1808,achieve,を達成する
1809,settle,定住する
1810,replace,に取って代わる
1811,retire,引退する
1812,apply,申し込む
1813,reserve,を予約する
1814,cancel,を取り消す
1815,direct,まっすぐな
1816,distant,遠い
1817,opposite,向かい側の
1818,upper,上部の
1819,vital,不可欠な
1820,cell,細胞
1821,gene,遺伝子
1822,donor,ドナー
1823,species,種
1824,seed,種
1825,grave,墓
1826,welfare,福祉
1827,wheelchair,車いす
1828,volunteer,ボランティア
1829,product,製品
1830,customer,客
1831,consumer,消費者
1832,manufacture,を製造する
1833,import,を輸入する
1834,export,を輸出する
1835,advertise,宣伝する
1836,promote,を促進する
1837,deal,を扱う
1838,available,利用できる
1839,commercial,商業の
1840,fair,見本市
1841,lecture,講義
1842,client,依頼人
1843,lock,にかぎをかける
1844,attach,を取り付ける
1845,fasten,を固定する
1846,knit,を編む
1847,polish,を磨く
1848,surround,を囲む
1849,bow,おじぎをする
1850,vote,投票する
1851,hike,ハイキングをする
1852,occupation,職業
1853,career,経歴
1854,labor,労働
1855,employ,を雇う
1856,wage,賃金
1857,climate,気候
1858,fog,霧
1859,shower,にわか雨
1860,flood,洪水
1861,volcano,火山
1862,disaster,災害
1863,telescope,望遠鏡
1864,advantage,利点
1865,permission,許可
1866,wealth,富
1867,treasure,宝物
1868,pride,誇り
1869,honor,名誉
1870,award,賞
1871,reward,ほうび
1872,cash,現金
1873,fare,運賃
1874,tax,税金
1875,bill,請求書
1876,account,勘定
1877,sum,合計
1878,income,収入
1879,profit,利益
1880,loan,貸し付け
1881,charge,を請求する
1882,owe,を借りている
1883,afford,余裕がある
1884,due,払われるべき
1885,challenge,に挑戦する
1886,warn,警告する
1887,rush,突進する
1888,strike,打つ
1889,struggle,もがく
1890,conflict,紛争
1891,nuclear,原子力の
1892,emergency,緊急時
1893,network,ネットワーク
1894,digital,デジタルの
1895,device,機器
1896,ecology,生態
1897,alternative,代替の
1898,gender,性
1899,destination,目的地
1900,via,経由で
1901,portable,持ち運び可能な
1902,convey,を輸送する
1903,priority,優先
1904,lane,車線
1905,crew,乗組員
1906,declare,を申告する
1907,wander,歩き回る
1908,hop,跳び回る
1909,encounter,と出会う
1910,historical,歴史に関する
1911,heritage,遺産
1912,legend,伝説
1913,out of date,時代遅れの
1914,out of order,故障して
1915,at work,仕事中で
1916,at a loss,途方にくれて
1917,in a hurry,急いで
1918,in public,人前で
1919,in common,共通に
1920,in contrast,対照的に
1921,in place of,の代わりに
1922,in turn,順番に
1923,happen to do,たまたま〜する
1924,to tell the truth,実を言うと
1925,so to speak,いわば
1926,needless to say,言うまでもなく
1927,at least,少なくとも
1928,more or less,多かれ少なかれ
1929,as a rule,一般に
1930,after all,結局
1931,in other words,言い換えれば
1932,on the other hand,他方では
1933,as a matter of fact,実のところ
1934,in a way,ある意味・点では
1935,in one’s opinion,の意見では
1936,by oneself,ひとりで
1937,for oneself,独力で
1938,on one’s own,ひとりで
1939,on purpose,わざと
1940,on earth,いったい全体
1941,look forward to -ing,するのを楽しみに待つ
1942,feel like -ing,したい気分だ
1943,cannot help -ing,せずにはいられない
1944,because of,のために
1945,thanks to,のおかげで
1946,due to,のために
1947,according to,によると
1948,in relation to,に関して
1949,in addition to,に加えて
1950,instead of,の代わりに
1951,in spite of,にもかかわらず
1952,except for,を除いては
1953,but for,もし〜がなければ
1954,along with,といっしょに
1955,for a moment,ちょっとのあいだ
1956,for a while,しばらくのあいだ
1957,for a long time,長いあいだ
1958,all day,一日中
1959,all the way,ずっと
1960,as soon as,するとすぐに
1961,as far as,する限り
1962,as long as,しているあいだは
1963,by the time,する時までに
1964,as if,まるで〜であるかのように
1965,even if,たとえ〜でも
1966,in case,の場合は
1967,so that may,〜が〜するように
1968,not only A but(also) B,AだけでなくBも
